,content,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,answers,poststrat
5ff5cdd161b2a10023202528,AWESOME camera 15s,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,what a waste,0.22746671088362372
5ff5cde032799e001dba70c3,Moments That You Love,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,i is a informative video about a samsung product,0.22746671088362372
5ff5cdf1ccae8e0032e4c638,Live Focus How To,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,Tired of the kick out of it and it's also very intuitive,0.7202691925893884
5ff5ce9e7bee69002bf85f26,Live Focus How To,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,not interested,0.22746671088362372
5ff5ced7ccae8e0032e4c63c,AWESOME camera 15s,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,willing  to try product,2.755206476829129
5ff5cf56ccae8e0032e4c640,AWESOME is for Everyone,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,It impress me for buying samsung,1.2716499363778184
5ff5cf73ce03ef0023bdeb44,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,Cool ass video,2.755206476829129
5ff5cf8accae8e0032e4c643,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,It's weird. ,1.3820768618131898
5ff5cf92ce03ef0023bdeb46,AWESOME camera 15s,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,It was very great,0.9242663137914371
5ff5cfd3751711001d73857a,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,It was good ,1.753124170552237
5ff5cff561b2a1002320252c,Moments That You Love,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,Enjoyed it. ,1.2716499363778184
5ff5cfffc1a2e600253d9325,Meet Millie Bobby Brown,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,I have a feeling Millie Bobby brown is a Samsung sdvertsnt ,0.7398385516861883
5ff5d00a2031f800272316eb,Moments That You Love,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,Very nice footage.,1.2411031058117736
5ff5d00e4c8da700323ffe25,AWESOME is for Everyone,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,Catchy tune but too repetitive.,0.7202691925893884
5ff5d03632799e001dba70cc,Meet Millie Bobby Brown,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,no reaction to the video at all,1.16212353334517
5ff5d03f93507f0025fce5f0,Live Focus How To,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,I all kinds of videos you know westerns all kinds you know I like videos for different companies all kinds of videos but some of them just ain't too good just letting you know thank you ,1.766957640163985
5ff5d05893507f0025fce5f1,AWESOME is for Everyone,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,Video was stupid. Geared for  generations getting lazier than the next,1.753124170552237
5ff5d0592031f800272316f0,Moments That You Love,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,Non3,1.0087940210225153
5ff5d062c1a2e600253d9328,Meet Millie Bobby Brown,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,"It was ok wouldn’t get a Samsung tho I own a iPhone and iPhone is better 
 ",0.6576247829204918
5ff5d068ccae8e0032e4c649,AWESOME camera 15s,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,It was cute,2.220393814829666
5ff5d0792031f800272316f1,Meet Millie Bobby Brown,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,kind of boring,0.7202691925893884
5ff5d07c61b2a10023202530,Meet Millie Bobby Brown,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,Lots of flashy colors. Just glorified Millie Bobbie Brown.,1.0087940210225153
5ff5d08332799e001dba70ce,Moments That You Love,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,It’s good,0.3535001821273032
5ff5d089751711001d73857c,Moments That You Love,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,It was great,1.2716499363778184
5ff5d09193507f0025fce5f2,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,What about wireless charging (qi) and micro SD card support?,0.22746671088362372
5ff5d092ccae8e0032e4c64b,Moments That You Love,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,It’s good,0.41381155410718445
5ff5d0a032799e001dba70d0,Moments That You Love,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,Happy,1.8697534929281228
5ff5d0a7c1a2e600253d932a,Moments That You Love,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,well done but you have to work very hard to compete with the Brand name that Apple has already developed. Wouldn't consider another brand of phone unfortunately for your brand. My opinion. Best. Bob,0.7202691925893884
5ff5d0aa4c8da700323ffe28,Meet Millie Bobby Brown,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,It was very interesting and informative,2.755206476829129
5ff5d0ac61b2a10023202532,Moments That You Love,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,I love Samsung,2.755206476829129
5ff5d0b4ce03ef0023bdeb51,Moments That You Love,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,Very nice ,1.16212353334517
5ff5d0b832799e001dba70d1,Meet Millie Bobby Brown,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,I liked the video. It was uplifting and refreshing.,2.220393814829666
5ff5d0c8751711001d73857d,Moments That You Love,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,If I didn't just get a new Samsung I would be more interested. ,1.16212353334517
5ff5d0cece03ef0023bdeb52,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,name exposure only,0.8579231343644844
5ff5d0db32799e001dba70d2,#danceAwesome with BLACKPINK,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,Cool video,1.5967779519269516
5ff5d0ea4c8da700323ffe2d,#danceAwesome with BLACKPINK,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,Love the dancing. Catchy tune ,1.753124170552237
5ff5d14ec1a2e600253d932f,Live Focus How To,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,Prefer not to say ,0.7398385516861883
5ff5d14f32799e001dba70d4,#danceAwesome with BLACKPINK,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,Good quality ,1.2716499363778184
5ff5d152ccae8e0032e4c650,Moments That You Love,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,"I'm not much into photos however I love Samsung products, especially cell phones so it drew my attention. I will ALWAYS  buy Galaxy",1.494356947029372
5ff5d15561b2a10023202534,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,"audio was bad, it looked like a high school media class produced it....",0.569949708359613
5ff5d1652031f800272316f6,#danceAwesome with BLACKPINK,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,Yeah long battery life,1.3464878520687265
5ff5d16e2031f800272316f7,AWESOME is for Everyone,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,I like the music and the art work,2.755206476829129
5ff5d1812031f800272316f8,Live Focus How To,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,Informing,1.8930183017462252
5ff5d1872031f800272316f9,#danceAwesome with BLACKPINK,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,It is good,1.2716499363778184
5ff5d192c1a2e600253d9330,#danceAwesome with BLACKPINK,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,Not for 70 year olds,0.22746671088362372
5ff5d19332799e001dba70d6,#danceAwesome with BLACKPINK,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,Love them lol,1.494356947029372
5ff5d199ce03ef0023bdeb59,#danceAwesome with BLACKPINK,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,An AD for morons,0.22746671088362372
5ff5d19ec1a2e600253d9332,Moments That You Love,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,Just got new apple phone for christmas!,0.22746671088362372
5ff5d1ab32799e001dba70d7,#danceAwesome with BLACKPINK,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,NOT interested,0.22746671088362372
5ff5d1bc2031f800272316fb,Live Focus How To,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,"Flowers
",1.0819676328368009
5ff5d1bf4c8da700323ffe32,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,Happy to see the video about the Galaxy A,0.22746671088362372
5ff5d1c17bee69002bf85f38,#danceAwesome with BLACKPINK,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,It didn't impress me at all,2.755206476829129
5ff5d20e751711001d738588,Live Focus How To,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,The video is popping this is why I love Samsung ,1.2411031058117736
5ff5d21561b2a1002320253d,Moments That You Love,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,"Enjoyed the video & music was very catchy & smart,  Only problem the model # of Samsung phone was flashed to quickly on the screen !",0.22746671088362372
5ff5d2212031f800272316fe,Meet Millie Bobby Brown,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,Nothing special it may have been of interest to a younger person I’m 70 years old and retired would rather be fishing.,1.03216620435359
5ff5d22d7bee69002bf85f3e,AWESOME camera 15s,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,Couldn't see the point,0.22746671088362372
5ff5d22f61b2a1002320253f,AWESOME camera 15s,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,It's cool,1.5967779519269516
5ff5d25a4c8da700323ffe37,AWESOME camera 15s,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Satisfactory,0.8686105894832745
5ff5d2617bee69002bf85f3f,AWESOME camera 15s,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,the alien had me lost,2.19546629240866
5ff5d26632799e001dba70e0,AWESOME screen 15s,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,"None really
",0.7398385516861883
5ff5d282ce03ef0023bdeb60,Live Focus How To,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,I really have no personal interest in the video,0.569949708359613
5ff5d28493507f0025fce5fe,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,no reaction or feedback,0.569949708359613
5ff5d2b62031f80027231702,AWESOME camera 15s,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,It’s was a good video people today will love it,0.5169719182542516
5ff5d2f2c1a2e600253d9341,Live Focus How To,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,"I was surprised
",1.16212353334517
5ff5d31ec1a2e600253d9342,AWESOME screen 15s,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,Didn’t catch my interest or imagination. ,0.7015294154421093
5ff5d31f32799e001dba70e5,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,Interesting. Makes me want to know more,2.220393814829666
5ff5d343c1a2e600253d9343,AWESOME screen 15s,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,Ordinary,0.22746671088362372
5ff5d35793507f0025fce603,AWESOME screen 15s,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,It was something new for me.,1.3464878520687265
5ff5d35f61b2a10023202547,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,I hate the rap music. It is annoying  ,1.753124170552237
5ff5d35fc1a2e600253d9345,AWESOME camera 15s,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,Funny,0.569949708359613
5ff5d362ccae8e0032e4c663,Live Focus How To,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,"No reactions, not interested ",0.22746671088362372
5ff5d37293507f0025fce604,AWESOME screen 15s,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,Am happy,1.2716499363778184
5ff5d374751711001d738593,#danceAwesome with BLACKPINK,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,Not,1.2716499363778184
5ff5d377ccae8e0032e4c665,Meet Millie Bobby Brown,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,It’s was ok the video ,0.12269457341315962
5ff5d37bccae8e0032e4c666,AWESOME screen 15s,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,I felt great and was ableism in my mouth and I y I just wanna wanna get a hold for him and orange green ,0.7398385516861883
5ff5d381c1a2e600253d9346,AWESOME screen 15s,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,Great ,0.3535001821273032
5ff5d3847bee69002bf85f46,AWESOME camera 15s,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,It very explanatory,1.2716499363778184
5ff5d38d32799e001dba70eb,AWESOME camera 15s,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,Nothing I do t know,0.6576247829204918
5ff5d395ccae8e0032e4c668,AWESOME camera 15s,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,not relevant for someone over 21,0.7202691925893884
5ff5d39f61b2a10023202548,Live Focus How To,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,  Where's The Fork,0.7202691925893884
5ff5d3a761b2a10023202549,AWESOME camera 15s,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,You have,0.6576247829204918
5ff5d3afce03ef0023bdeb65,AWESOME camera 15s,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,I liked that the included some humor.That was good,1.0087940210225153
5ff5d3bf93507f0025fce605,AWESOME screen 15s,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,Not interesting to me ,0.22746671088362372
5ff5d3c732799e001dba70ee,AWESOME camera 15s,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,They are happy and smilling,1.7214885686975316
5ff5d3d12031f80027231708,Meet Millie Bobby Brown,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,Love her and love samsung,1.0087940210225153
5ff5d3dbce03ef0023bdeb68,Live Focus How To,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,Like the information of one of the features of the camera,2.755206476829129
5ff5d4057bee69002bf85f49,Meet Millie Bobby Brown,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,"Directed to a younger audience
",0.7202691925893884
5ff5d40b751711001d738599,AWESOME screen 15s,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,It was funny. ,1.3820768618131898
5ff5d4382031f8002723170a,AWESOME screen 15s,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,it was boring and I did not care for the music,0.22746671088362372
5ff5d447ce03ef0023bdeb6c,AWESOME is for Everyone,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,gtf,0.9242663137914371
5ff5d467c1a2e600253d934e,AWESOME is for Everyone,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,Interesting,0.8686105894832745
5ff5d46a32799e001dba70f2,Meet Millie Bobby Brown,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,I don't know what else to say about this one ,0.3535001821273032
5ff5d46b61b2a10023202551,Meet Millie Bobby Brown,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,"It is worth buying, because Samsung product has a the quality.",1.5967779519269516
5ff5d46e2031f8002723170c,AWESOME screen 15s,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,The guy in the video wasnt relatable,1.16212353334517
5ff5d474ce03ef0023bdeb6d,AWESOME screen 15s,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,Basketball,0.3535001821273032
5ff5d475ccae8e0032e4c66b,AWESOME is for Everyone,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,Everything is ok,2.3201467900252104
5ff5d47d7bee69002bf85f4b,AWESOME is for Everyone,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,I have none,0.7202691925893884
5ff5d48cc1a2e600253d9351,AWESOME screen 15s,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,"Boring sorry
",1.7214885686975316
5ff5d490751711001d73859f,Meet Millie Bobby Brown,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,Not ,0.9469829722034893
5ff5d4974c8da700323ffe42,Meet Millie Bobby Brown,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,what a wonderfull video!!!! the greatest...... should win an Oscar!!!!!!!!!!!,0.8579231343644844
5ff5d49b7bee69002bf85f4c,AWESOME is for Everyone,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,Excellent ,1.0087940210225153
5ff5d49c32799e001dba70f5,AWESOME is for Everyone,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,I remember the mantra awesome components and that's the purpose of commercials.,0.7015294154421093
5ff5d4a37bee69002bf85f4d,Meet Millie Bobby Brown,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,Showing the camera quality and the video quality was an excellent touch since she was doing a live video chat.,0.9242663137914371
5ff5d4a3ce03ef0023bdeb70,AWESOME is for Everyone,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,It was uneducated. Didn't know what to look for. Lost interest in it.,1.2411031058117736
5ff5d4afccae8e0032e4c66d,Meet Millie Bobby Brown,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,I love Samsung products.,1.7214885686975316
5ff5d4b12031f8002723170d,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,Nothing to make we want to buy phone,0.22746671088362372
5ff5d4b8ccae8e0032e4c66e,AWESOME is for Everyone,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,"Noisy, disjointed, ugly, informative.",0.22746671088362372
5ff5d4be4c8da700323ffe45,Moments That You Love,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,Very excited ,2.19546629240866
5ff5d4c67bee69002bf85f4f,AWESOME is for Everyone,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,"It was very bright and happy
",1.0087940210225153
